ID,前文,題幹,選項1,選項2,選項3,選項4
6502537,"男：這齣電影的故事發展有起有落，動作的場面誠刺激，人物特色的展現嘛誠自然，干焦一點有較無彩，是按怎共咱講代誌都猶未結束咧，背後的烏手猶閣逍遙法外的時陣電影就隨結束矣？
女：明年猶閣會推出這个系列的新電影，時到應該就掠會著背後的烏手矣。
男：啊彼就愛閣等一冬，我足希望這馬就隨知影劇情接紲落去的發展，若準愛閣等一段時間才會知劇情按怎行，彼毋就佮連續劇仝款？閣是愛隔規冬的連續劇。
女：你愛有耐心，予𪜶一寡仔時間，無，做出來的成品傷䆀，你嘛袂想欲看。",請問這位先生是按怎矣？,伊感覺電影真無聊,伊無耐心,伊欲看另外一齣電影,伊欲食中晝頓
6512537,阿美族是原住民人口上濟的一族，𪜶的傳統祭典誠濟，不而過一年一擺的豐年祭是𪜶規模上大的祭典，這是一般民眾熟似阿美族文化的窗仔口。豐年祭一方面是為著慶祝秮仔豐收、祭祀祖靈所辦的祭典，也有傳香火的意義。以早阿美族人用嚴密的年齡階層組織來抵抗外族、分配工課、建立長幼有序的概念，佇部落內底所有成年的查埔人攏會編入適合的體制內：濟歲長輩做決策、拍派指揮，中年輩的負責執行佮監督，抑勞動出力的是少年輩來擔當。,請教：往早阿美族人是按怎會當抵抗外族入侵？,因為有嚴密的年齡階層組織,因為有大量的銃子砲彈,因為有英明的政府領導,因為有真濟人口
6522537,查埔人:「臺南蹛的彼方面，我是較推薦蹛佇中西區，因為上方便。親像國華街、永樂市場、保安路、赤崁樓商圈攏佇彼搭，半暝仔攏會當揣著真衝的小點。」查某人:「食是無遐邇重要啦!我較要意的是古蹟的部分。」,請問根據這段對話，下面佗一个選項無正確？,中西區出名的小食真濟,查埔人主要咧考慮方便性,查某人希望會當接近小食店,永樂市場佇中西區
6532537,佇臺灣診所、病院遮的醫藥產業，以服侍藥師佛、華佗仙師、保生大帝為主，通常𪜶共遮的神明當做是𪜶的醫神來共拜。,請問下面佗一尊毋是醫藥神尊咧？,藥師佛,烏面祖師公,華佗仙師,大道公
6542537,今仔日主辦單位公布，第29屆金曲獎入圍名單，音樂評論家紛紛開始預測本屆各獎項的得獎者人選，其中上予人有趣味的，絕對是新人獎。對歌手來講新人獎真有意義，干焦一擺入圍佮著獎的機會，所以會當入圍已經是不止大的肯定。本屆入圍者包括各種無仝的音樂風格，有樂團組合、嘻哈弄舌、Jazz…等等，真予人期待到底是佗一位歌手會著獎呢?,第二十九屆金曲新人獎的入圍者音樂風格是按怎?,無聊,老套頭,多元,花膏膏
6552537,清朝時仔，佇較偏遠的平溪是胡姓宗族來開墾，漸漸發展出家己供給家己的庄頭。因為交通無利便，官府真歹維持治安。綠林好漢定定搶劫平溪的百姓，百姓就佇冬至了後覕去深山過年，等待元宵節進前，才予庄頭的壯丁先落山確認安全，才用放天燈來回報平安，逐家才陸續轉去。,這段文章的主題是啥物？,平溪特有的開墾方式,平溪天燈的由來,平溪地理位置窵遠,平溪強盜的禍患
6562537,學習是對認知神經科學佮腦神經科學來的思考，但是咱煞已經佇各種藝術作品中看著應用——就算講科學家佮藝術家可能攏猶未注意著𪜶之間的關聯，但是按呢「異業的結合」暗算未來會當予藝術領域產生一寡趣味的刺激佮延伸。,請問對本文內底講著的藝術作品，佗一的描述是正確的?,「異業的結合」袂當做藝術帶來趣味的延伸,咱猶未佇各種藝術作品中實際看著應用,按呢的概念，是對認知神經科學來的,科學家和藝術家可能攏猶未注意著𪜶之間的關聯
6572537,金庸的武俠之作受著通人呵咾，佇華人的世界無人毋知，佇伊小說中，人物的形象鮮明，情節的起落，佮人生有相對應，有人就會有江湖，真濟人佇伊的小說中揣著人生的出路佮解說。有人捌對「武俠」的意思做解說，「武」是個人的、內在的、是自我的工夫佮修為的深淺。「俠」是群體的、外顯的、是替眾生設想的經世佮濟民之厚薄。,請問這段話的主旨是？,武是一个人自我的能力，俠是兼善天下的胸懷,武和俠袂使分開論述，𪜶是一種俠客式的精神,武是具體的，俠是抽象的,武是法家的作為，俠是道家精神
6582537, 你敢有咧走標？走標對台灣人來講，毋管查埔查某，攏是誠四常的代誌；毋過對阿富汗的查某人來講，煞是誠奢華的代誌。查某走者愛會堪得過路人無仝的眼光、hőng口頭侮辱，有當時仔甚至是暴力攻擊。𪜶若想欲走標，著愛幾若十个女性規陣，才會使保障𪜶的安全。你若有閒就去走標！莫插別人的看法，𪜶其實是欣羨你會使走標。,走標對阿富汗查某人來講？,袂愛走。,定定走標。,走標有風險。,走了誠慢。
6592537,井手薰自1911年來台灣建設規劃期間，完成袂少有美感的建築作品。像：幸町教會、台灣大學、台灣師範大學、台北公會堂和台北植物園中的建功神社。伊發見台灣厚落雨閣濕濕，無適合日式木造建築。所以伊的建築多數採用迴廊設計，通防止雨水滲入來，是符合在地氣候條件佮生活環境的實用作品。,請問這段文章的主題是啥？,井手薰是一位建築師,井手薰的建築以日式為主,介紹井手薰的學習過程,井手薰的建築會按照台灣氣候來設計
6602537,這馬流行去國外稅車家己駛車旅遊，是一種新的旅遊體驗，嘛是一種趣味的挑戰，予家己佇旅遊的路裡閣較自由、閣較隨家己的興致。國外稅車一定愛知影的撇步：第一買保險愛先貨比貨袂食虧；第二注意敢有加出來的所費；第三駛車里程數的設定；第四駛車人數的考量；第五油加予滇才還車；第六出發進前先注文等等。,請教「貨比貨袂食虧」是啥物意思？,表示物件俗閣濟，算會和,加比較幾間仔，才袂損失,甘願無愛，嘛莫烏白決定,咧揀的時陣甘願較少一寡，嘛莫貪濟去鬥數
6612537,A：你頂禮拜敢有參加學校舉辦的華語文化課？聽講是上國畫課？B：我一直足期待上國畫課，毋過頂禮拜因為我破病矣，所以臨時佇厝裡歇睏無去參加。,請問是按怎這个查某囡仔無參加國畫課？,因為伊破病矣,因為伊袂記得矣,因為伊記毋著時間矣,因為伊毋知上國畫課的教室佇佗位
6622537,臺中大肚的磺溪書院，是一座樸實高雅的建築。相片顯示過去書院稀微的情形，經歷水災、地動，久久無整修，門壁倒落來，雜草比人較懸，強欲拋荒。佳哉地方頭人積極走傱，結合中央佮地方的經費，總算共書院修理好勢，重現往過光彩，這馬是國家三級古蹟。,有關磺溪書院，下面佗一个描述是正確的？,是特級古蹟。,是二級的古蹟。,是三級的古蹟。,是一級古蹟。
6632537,小偉國中的時陣，真愛拍籃球，定定三五朋友招招咧去逐位的球場拍球。小偉彼陣猶少年，毋知影運動的目的是練身軀，閣較愛追求一寡心適的齣頭，煞毋知，電視內底遐的籃球明星是有練過的，就按呢定定受傷，有當時仔甚至為著拍球佮人起冤家。閣，小偉彼陣嘛愛買貴參參的球鞋，伊共我講，其實，鞋子閣哪會著買名牌咧？像伊這馬愛行路，有當時仔閣褪赤跤呢！小偉國中的時陣，掠準家己偌𠢕，定定佮同學比，sia̋ng跳較懸，sia̋ng摸會著籃板閣搧火鍋，sia̋ng上籃上媠，甚至閣模仿喬丹灌籃，其實，灌籃是誠危險，何況小偉才一百七十偌公分躼，哪會著去學人遐濟齣頭呢？閣敢著學會來？小偉共我講，伊彼時一切種種，這馬想起來，較濟是囡仔性閣毋知驚。,是按怎阿偉會講家己是幼稚無智？,真濟動作是無必要的齣頭。,毋捌穿過貴參參的球鞋。,跳甲無夠懸。,袂曉運球上籃。
6642537,"喬治：小櫻，多謝你𤆬我來九份仔𨑨迌，閣有食芋圓地番薯湯、素肉圓、糋雞排和法國卵餅。
小櫻（女）：免客氣，你有佮意九份仔無？
喬治：不止仔佮意。著矣，我暗算買一寡紀念品送予阮兜，你建議買啥？
小櫻：喬治你會當買茶米。台灣的烏龍茶不止出名，品質人人呵咾的。
喬治：閣有咧？
小櫻：若是你無欲買茶米，咱來名產街仔踅踅咧才決定，敢好？",請問喬治佮櫻仔有食啥？,糋蔥油餅,烏龍茶,肉圓,可麗露
6652537,"爸爸：學校老師共我講，伊觀察小明咧跳索仔、踢球抑是掔球遊戲的時，定定有困難。
媽媽：我嘛有注意著伊定定因為硞著來烏青，足煩惱伊的。
爸爸：嗯﹗老師建議咱愛𤆬伊去檢查敢是有感覺統合失調的問題﹖
媽媽：感覺統合失調會按怎呢﹖
爸爸：老師講感覺統合是認知學習的基礎，若講是感覺統合失調，可能會有情緒障礙抑是行為問題。
媽媽：是喔﹖若按呢老師有啥物建議咧﹖
爸爸：老師講咱會當加充實囡仔的生活經驗，予伊透過遊戲、運動，培養肢體的協調能力。
",學校老師對阿明的觀察是啥﹖,比同學較𠢕踢球。,真𠢕跳索仔。,定定硞著烏青。,可能有感覺統合的問題。
6662537,佇這个奢華的城市內底，暗暝是光焱焱的，身軀邊行過逐款人和街路頂五花十色吸引目睭仁的妝娗，伊攏看袂入眼。伊的眼內干焦賰彼个人離開的背影，心⋯感覺一絲仔疼，綴彼形影沓沓仔消失，嘛愈來愈疼。,請問主人公的心情？,歡喜,暢,悲傷,受氣
6672537,"A：樓頂敢若咧火燒厝，敢知影是啥物因端？
B：聽講是欲出門的時陣袂記得共電風禁起來，電風傷過舊，電線害去，一下無斟酌就共地毯點著。後來閣爆炸，直直燒袂煞，厝內的物件攏烏有去較大面，實在是人若衰種匏仔生菜瓜。
A：嘿啊，一下無注意，煞付出遐爾大的代價，佳哉無人著傷。",這段對話的意思是啥物？,火災造成的損失誠大,火災緊緊就結束囉,火災的因端是袂記得禁火,佳哉厝內的物件攏好勢好勢
6682537,請聽下跤這段有關能源內容，來回答下面的兩个問題。為著維持人類生活、工業製造佮經濟發展，咱著愛用各種能源來發電，提供生活中需要的電力。這馬的能源大概會當分做兩類，一類是會當再生的能源，親像：水力、風能、太陽能、潮汐能、地熱能等會當自動再生，會當一直使用，較袂用了的能源。另外一類是袂當再生的能源，比如講塗炭、石油、天然氣、核能等。袂當再生的能源是袂當佇短時間內閣再生的能源，這寡能源咧使用的速度比產生加足緊，若是能源一下用了矣，短時間內就閣較濟的能源會當使用矣。對理論來講，會當再生的能源是上理想的，因為這種能源會當使用的年限加足久長，會當提供人類生活的需求，暫時袂受著能源欠缺的影響。毋過會當再生的能源佇使用上是誠無簡單。水力、風力佮日頭愛發電，攏需要真大量的水、風和日頭光才會當產生出有夠使用的電力，發電效率低，而且需要大量的投資和維護的費用，發電成本懸。,下面佗一个和能源有關係的描述是正確的？,袂當再生的能源是目前較理想的能源,太陽能的使用，著愛開足濟成本的才有法度產生少量的電力,袂當再生的能源使用速度比消耗速度慢慢,會當再生的能源尾仔嘛會愈來愈少
6692537,電影腦筋急轉彎內底，基本的「情節世界」hőng界定是人的情緒予大腦內底的五个情緒控制，分別是黃色樂樂（負責快樂、積極佮正面思考）、藍色憂憂（處理憂傷佮負面想法）、紫色驚驚（辨識危機佮阻止有性命危險的行為）、紅色怒怒（重視公平正義佮消敨壓力）、青色厭厭（解決對身心有敗害煞袂到威脅性命的，比如青菜花），這五種情緒負責佇腦中心控制萊莉的各種行為反應，也處理萊莉各種所聽所看的記持。,請問會當認出危機佮阻擋有性命危險的行為的是佗一个角色？,樂樂,驚驚,怒怒,厭厭驚驚
6702537,請聽下面這段關係觀察天星的說明，然後回答紲接兩个問題。若是欲好好仔探索空中的天星，有幾項事必須愛加注意。首先就是愛選擇觀察天星的時間。觀星的時間會當選佇舊曆的22到初6的這段期間。假使無欲看通暝的天星，按呢觀星的時間上好是揀佇每個月下旬。這時月娘會佇三更了後peh起來，佮天星比起來，月娘是較光，所以月娘peh起來了後觀察就會當結束。若是有規暝的時間通觀星，而且若是除了天星嘛想欲看著銀河，煞無欲予月娘攪擾，按呢觀星的時間上好揀佇每個月拄開始的幾工內。另外，觀察天星的地點嘛要好好仔決定，上好愛有幾个備用的地點。這是因為佇野外觀星上驚拄著歹天，欲出發觀星進前，上好看覓仔天氣預報。,根據這段說明，是按怎佇野外觀察天星愛加揀幾个地點？,依照觀察天星時間的無仝款，著愛換位去看,觀星受著月娘的影響，愛選擇會當看著天星的位,觀察天星需要好天氣，萬不二若是落雨會當改去別位,想欲看著河溪，著愛揀無仝款的所在
6712537,"九玲個人演唱會
時間：2019年6月29日（星期六）
地點：台北體育館
票價：4500/3200/2500/1800/800元
按怎買票：
1.上www.jiuling.com.tw賣票系統
2.手機APP買票
3.便利商店（限定6-11、friendmart）
按怎提票：
1.國內郵局寄送
2.便利商店提票（限定6-11、friendmart）
3.現場提票（請到台北體育館入口正爿）
",有關這个演唱會，下面佗一个方式會當買著票？,親身來到現場,共九玲買,去國內郵局,上賣票系統
