漢字,華語
今這聲害矣。,這下子慘了。
這聲伊走袂去矣。,這下子他跑不掉了。
你這點仔錢會當創啥？,你這麼點兒錢能做什麼？
伊逐擺攏欲佮人相諍，毋過無一擺諍贏。,他每次都要和人家爭辯，但是沒有一次辯贏。
你小等一下，連鞭就好矣。,你稍等一下，馬上就好了。
伊佇法院共人通譯。,他在法院幫人翻譯。
伊是有翁的查某，你毋通貪戀伊的美色。,他是有夫之婦，你不可以迷戀他的姿色。
教育部,教育部
管理部,管理部
部份,部分
東部,東部
部隊,部隊
一部冊,一套書
伊彼部頭鬃烏㽎㽎。,他那一頭烏黑亮麗的頭髮。
一部竹仔,一叢竹子
竹部,竹叢
我都毋去矣，伊閣較無可能去。,我都不去了，他更不可能去。
你都欲走矣，莫管遮濟。,你都要走了，別管這麼多。
我較按怎解說伊都毋信。,我再怎麼解釋他都不相信。
想都有咧想啦，欲做猶是真懶。,想是在想，真要做起來還是覺得懶洋洋的。
我都無咧戇閣，哪有可能遐簡單就予伊騙去。,我又不笨，怎麼可能這麼簡單就被他給騙了。
野外,野外
在野,在野
野史,野史
這種花傷野。,這種花太俗豔。
野芳,濃郁刺鼻的香味
野甲若猴咧。,野得像隻猴子似的。
野花,野花
釣魚,釣魚
警察當咧釣歹人出來。,警察正在誘引壞人出來。
釣褲跤,粗縫褲腳
釣被頭,粗縫被單開口
金釧,金手環
閉關,閉關
閉幕,閉幕
你陪我去學校好無？,你陪我去學校好不好？
交陪,交往
陪酒,陪酒
太陰,月亮
陰間,陰間
烏陰烏陰,天色陰陰的
用陰的,玩陰的
陰鴆,人的個性陰沉
山陵,山脊
湧陵,海浪最高處
牛陵,牛背
魚陵,魚背鰭
塗跤陷入去。,地面凹下去。
陷眠,做夢
陷害,陷害
天篷陷落來。,天花板塌下來。
陷坑,陷阱
缺陷,缺陷
落雪,下雪
小雪,小雪
頂擺,上一次
頂輩,長輩
天頂,天上
桌頂,桌上
我頂伊的缺。,我頂他的缺。
一頂帽仔,一頂帽子
一頂眠床,一張床
頂下歲,年齡相差一歲
咱這勻的人攏較有讀冊，無像頂勻的人受教育的機會真少。,我們這一輩的人都比較有讀書，不像上一輩的人受教育的機會很少。
伊的野心愈來愈大！,他的野心愈來愈大！
若欲預防病毒，洗手著用雪文會加較有效。,如果要預防病毒，洗手要用肥皂會比較有效。
彼是頂手創的。,那是前一任的人做的。
這件代誌咱毋是頂日就講好矣？,這件事我們不是前幾天就說好了嗎？
伊頂月無納會仔錢。,他上個月沒繳納會錢。
𪜶阿公頂月日拄才過身去。,他爺爺上個月才剛過世。
頂日仔𪜶規家伙仔有來我遮。,前幾天他們全家有來我這兒。
伊一定是頂世人燒好香，才會娶著遮爾好的某。,他一定是上輩子燒好香，才會娶到這麼好的老婆。
頂冬的收成袂䆀。,去年的收成不錯。
頂司管下司，鋤頭管畚箕。,上級管下級，一級管一級。
伊是佇昨昏頂半暝過身去的。,他是在昨天上半夜過世的。
野生動物,野生動物
我都合袂拄好，袂當參加這遍的同窗會。,我的情況剛好不能配合，無法參加這次同學會
細膩！頭前有陷坑，毋通跋落去。,小心！前面有陷阱，不要跌到陷阱裡去。
這罐芳水真野味。,這瓶香水味道太濃了。
偷食野味,外遇
伊野性改袂掉。,他不溫馴的個性一直改不掉。
教育部長,教育部長
這个囡仔較閉思，你毋通傷歹，會去共伊嚇驚著。,這個孩子比較內向害羞，你不要太兇，會把他嚇著了。
物件囥架仔頂面就好矣。,東西放在架子上面就好了。
頂面有交代，叫咱著愛好好仔處理這層代誌。,上級交代過，叫我們要好好的處理這件事情。
伊這个人真歹心，竟然設計共人陷害。,他這個人真是壞心腸，竟然設計陷害人。
你是咧陷眠是無？無，哪會講彼號無影無跡的話。,你是腦筋糊塗啦？要不然，怎麼會說那種毫無根據的話。
伊暗時仔攏睏袂好勢，定定睏甲一半就咧陷眠。,他晚上睡覺都睡不好，常常睡到一半就開始說夢話。
伊咧做代誌真頂真，絕對袂烏白舞！,他做事情非常細心，絕對不會胡搞！
這个囡仔若野馬咧。,這個小孩像野馬一樣難拘束。
𪜶頂晡就出去矣，暗時才會轉來。,他們上午就出去了，晚上才會回來。
我看你只好揣人來頂替。,我看你只好找人來頂替了。
頂港有名聲，下港上出名。,北部、南部都很知名。比喻全臺灣有名，聲名遠播。
煞著頂腹蓋。,比喻為受吸引而喜歡上某人或某事。
這層代誌咱頂過已經講過矣！,這件事情我們上次已經說過了！
親情間的好歹代誌你攏陪綴有著。,親戚間的交際應酬，你都有跟到。
伊定定用媠查某囡仔做釣餌，來騙人的錢。,他常常用美女做釣餌，來騙別人的錢。
頂輩若講伊幾句仔，伊就應喙應舌。,長輩若講他幾句，他就一直頂嘴。
阿明誠陰鴆，我定定攏毋知伊咧想啥。,阿明的性格很陰沉，我常常都不知道他在想什麼。
囥佇椅仔頂頭,放在椅子上
恁毋通傷超過，頂頭咧講話矣。,你們不要太過分，上級在說話了。
頂幫毋是已經修理好矣，哪會閣歹去？,上次不是已經修理好了，怎麼還會壞掉呢？
錢我頂擺就納去矣。,錢我上次就已經繳了。
坐野雞仔車雖然俗，毋過較無安全。,搭非法客運雖然便宜，但是比較不安全。
酒囥下跤格，汽水囥頂懸格。,酒放下格，汽水放上格。
麻醉,麻醉
跤麻手痺,手腳麻痺
手麻麻,手發麻
麻油,麻油
麻衫,麻衣、孝服
烏麻,黑芝麻
鳥仔欲生湠後代才會作鳥仔岫。,鳥要繁衍後代才會築鳥巢。
注麻射,打麻醉針
一副麻雀攏總有一百四十四張麻雀子仔。,一副麻將總共有一百四十四張麻將牌。
我對政治已經麻痺矣。,我對政治已經無感了。
伊一直揣機會欲報鳥鼠仔冤。,他一直找機會要報小冤仇。
傍你的福氣。,託你的福。
弄傘花,以手旋轉傘把，令傘面如花轉動
雨傘,雨傘
傀儡尪仔,傀儡木偶，引申為受人操控的道具。
烏傀儡仔,黑傀儡
割稻仔,收割水稻
割開,割開
割貨,批貨
土地分割,土地分割
金創,被金屬類利器所弄傷的傷口
金創藥,刀傷藥
你咧創啥物？,你在做什麼？
物件新新，毋通創歹去。,東西還是新的，不要弄壞了。
勞動,勞動
功勞,功勞
苦勞,苦勞
疲勞,疲勞
辛勞,辛勞
勞工,勞工
辛勞,伙計、雇工
袂博假博。,不懂裝懂。
伊真博。,他識見很豐富。
博士,博士
博物館,博物館
雞咧啼。,雞在叫。
欲哭欲啼,要哭泣的樣子
喀喀嗽,咳嗽
伊喀規半晡攏喀無痰。,他咳了老半天都咳不出痰。
喂！緊行啦！,喂！快走啦！
喂，你好，麻煩請阿珠聽電話。,喂，你好，麻煩請阿珠聽電話。
伊一直喃講欲搬去庄跤蹛。,他一直喃喃自語，說要搬去鄉下住。
伊有喃講欲搬出去。,他曾透露說要搬出去。
善惡終有報。,為善為惡終究會有報應。
做善事,做善事
善心,善心
狗仔喈喈叫,小狗哀哀叫
一日到暗喈無錢。,一天到晚叫沒錢。
伊佇內底，你共伊喊一下。,他在裡面，你喊他一聲。
你去共彼隻鴨仔喊予伊走。,你去把那隻鴨子趕走。
喊警察來,叫警察來
喊車,叫車過來
你喊啥物名？,你叫什麼名字？
阿伯來，你有喊無？,伯父來，你開口叫他了沒？
大舌興喋。,口吃又愛說話。
來喔！緊來看喔！,來喔！快來看喔！
這間餐廳真有名喔。,這家餐廳很有名喔。
喔！莫叫我去啦！,喔！不要叫我去啦！
喔！原來是按呢。,哦！原來是這樣。
伊走甲一直喘。,他跑得氣喘吁吁。
大氣喘袂離。,喘氣喘個不停。
我𬦰樓梯𬦰甲足喘的。,我爬樓梯爬得很喘。
囡仔人有耳無喙。,小孩子有耳朵沒嘴巴。指叫小孩聽聽就好，不要多說話。
十喙九尻川,人多嘴雜、七嘴八舌
我食兩喙就好。,我吃兩口就好。
茶鈷喙,茶壺口
空喙,傷口
伊真好喙。,他嘴巴很甜。
你毋通遐歹喙。,你不可以口出惡言。
大聲喝,大聲喊叫
喝起喝倒,呼來喝去、隨意使喚
伊咧遏花，緊共喝予走。,他在採花，趕快斥喝他離開。
喝袂聽,不聽喝叱制止
蟮蟲仔喢胡蠅。,壁虎吃蒼蠅。
你的喙䫌哪會遐爾紅？,你的臉頰為什麼會那麼紅？
這件代誌予你加真麻煩，勞力喔！,這件事讓你添麻煩了，謝謝你！
勞力過度,辛勞過度
食物仔到喙口才交落去。,東西到嘴邊了才掉下去。意同「煮熟的鴨子飛了。」
喙口話,口頭禪
伊掀蓋的時去挵著喙下斗。,他掀蓋子的時候去撞到下巴。
伊頭拄仔一直咧喘大氣，若像足艱苦的！,他剛才一直在大口喘氣，好像很不舒服的樣子！
考了䆀，免佇遐喘大氣，趕緊用功，才有機會補救。,考得差，別在那裡嘆氣，趕快用功，才有機會補救。
好喙斗,胃口好
伊真有喙水。,他很有口才。
這个囡仔真喙白，逐項都毋食。,這個小孩真挑食，什麼都不吃。
叫伊出錢若親像咧共伊割肉。,叫他出錢好像在割他的肉。
吐喙舌,吐舌頭
喙尾苦苦,吃完東西後嘴巴裡有苦苦的味道
講甲喙角專泡。,說得嘴角全是口沫。比喻說得天花亂墜。
喙角發炎,嘴角發炎
伊真愛創治囡仔。,他很愛捉弄小孩子。
你愛較細膩咧，才袂予伊創空。,你要小心點，才不會被他暗中動手腳。
補冬補喙空。,立冬名義上要進補，主要是為了滿足口腹之慾。
𪜶兩个不時都咧盤喙花。,他們兩個經常都在耍嘴皮子。
樓跤有人咧喝咻，毋知是啥物代誌。,樓下有人在大聲叫嚷，不知道是什麼事情。
彼桌的人客喝拳喝甲大細聲。,那桌客人划拳喊得很大聲。
人若袂喘氣就是欲轉去見公媽矣。,人如果沒法呼吸就是要回去見老祖宗了。
今仔日無閒甲連喘氣的機會都無。,今天忙到連短暫休息的機會也沒有。
喙臭火氣大，愛去予先生看。,口臭火氣大，要去看醫生。
伊見開喙就喙臭。,他每開口就是惡言。
我家己來就好矣！毋敢勞動你。,我自己來就好了！不敢勞駕您。
喙脣皮相款待。,光說不練。口惠實不至。
你愛好好仔拍拚，為將來創造基礎。,你要好好打拚，為將來建造基礎。
逐透早佇漁港攏有人咧喝魚仔。,每天一大早漁港都有人在拍賣魚貨。
自昨暝到今伊攏一直啼啼哭哭。,從昨晚到現在他都一直哭泣不止。
你免想欲共我創景。,你別想捉弄我。
這塊餅有伊的喙殘。,這塊餅乾有他的口水。
你規工按呢踅踅唸，敢袂喙焦？,你整天這樣嘮叨不休，難道不會口渴嗎？
創業攏較辛苦，你著愛忍耐。,創業都比較辛苦，你得要忍耐。
伊話猶未講出喙，就已經喉滇目箍紅矣。,他還沒開口說，就已經哽咽眼眶紅了。
真歹勢，我欲勞煩你替我走一逝。,真不好意思，我要麻煩你替我跑一趟。
伊喀痰喀規暝。,他咳痰咳了一整夜。
騎車愛掛喙罨。,騎車要戴口罩。
你是食啥食甲喙箍紅紅？,你是吃什麼吃得嘴邊紅紅的？
這个物件我照割價賣你，無趁你的錢。,這個東西我照批發價賣你，沒賺你的錢。
伊講話喑噁，我攏聽無。,他說話含糊不清，我都聽不懂。
人攏做甲欲好矣，伊才來割稻仔尾。,別人都快要做完了，他才來坐享其成。
鬥喙齒,裝假牙
創辦一間學校是誠無簡單的代誌。,創辦一間學校是很不簡單的事情。
這是誠有意義的創舉。,這是非常有意義的創舉。
你莫烏白呸喙瀾啦！,你不要亂吐口水啦！
伊的喙鬚攏白矣。,他的鬍鬚都白了。
電話咧喨。,電話在響。
單扇門,單扇門
孤單,孤單
稅單,稅單
被單,被單
床單,床單
圍起來,圍起來
袂堪得,不能承受、禁不起
食好鬥相報。,吃到好東西，大家告訴大家。
報戶口,申報戶口
報答,報答
報數,銷帳
日報,日報
暗報,晚報
報社,報社
會場,會場
入場,進場
兩場比賽,兩場比賽
酒壺,酒壺
一壺酒,一壺酒
水壺,水壺
講話愛看場合。,說話要看場合。
這件代誌我會去向校長報告。,這件事情我會向校長報告。
小人報冤三日，君子報冤三年。,小人總急著報仇，而君子則會從長計議，爭回一個公道。
人講伊是報馬仔，佇伊的面前講話愛較細膩咧。,人家說他專打小報告，在他面前講話要小心點。
這遍的車票是拆單逝的。,這次的車票是買單程的。
單跤手做較無工課。,一個人做不了什麼工作。
明仔載欲報數。,明天要報帳。
這筆錢愛報銷。,這筆錢要銷帳。
這个物件已經報銷去矣。,這個東西已經報銷了。
風颱咧欲來矣，咧起報頭矣。,颱風快要來了，風暴的徵兆出現了。
二九暝愛圍爐，你著冗早轉來。,除夕夜要圍爐，你要儘早回來。
媌母,老鴇
彼个查某囡仔真媠。,那個女孩子很漂亮。
豬來散，狗來富，貓來起大厝。,有豬來會貧窮，若是有流浪貓、流浪狗來投靠的話，往往會帶來意外的財運。
寒甲欲死。,冷得要死。
氣象報告講明仔載會比今仔日較寒。,氣象報告說明天會比今天寒冷。
跤寒手寒,手腳冰冷
喙齒會寒,牙齒因冷而感到疼痛
尊夫人,對於社會地位高的人，其妻子的敬稱。
大尊大，細尊細。,長輩就尊重他是長輩，晚輩就尊重他是晚輩。
兩个人相尋。,兩個人抱在一起。
這欉樹仔有三尋大。,這棵樹有三個人合抱那麼大。
一尋長的索仔,兩臂平伸這麼長的繩子
一切攏就你的意思，按呢好無？,一切都順從你的意思，這樣好嗎？
就我來講，我並無贊成伊的做法。,就我而言，我並不贊同他的作法。
閣過一个青紅燈，就會當看著𪜶兜。,再過一個紅綠燈，就可以看到他家了。
一下仔久就好矣。,一下子就好了。
伊就是吳董的。,他就是吳董事長。
按呢就好。,這樣就好。
表演昨昏就結束矣。,表演昨天就結束了。
拄入門就喝枵。,剛進門就喊餓。
你毋來，伊就無欲出面矣。,你不來，他就不肯出面了。
你三點鐘才做會好，伊半點鐘就做好矣。,你三個小時才可做好，他半個小時就做好了。
